supplier_id,seller,inn,entity_type,director_name,director_role,founders,ogrn,founding_date,address,phones,email,source_url
250056516,Ghavtshyan L.G,,unknown,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
4070908,Hakobyan Khachatur,,unknown,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
250129898,IE Gor T.S,,unknown,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
250046622,"IP ""Araqelyan M. H.""",,unknown,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
250010992,IP VARDANUSH MATAXJANYAN TOROSI,,unknown,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
4438076,LEYLI AVETISYAN IE,,unknown,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
250056643,LS PROJECTS LLC,,unknown,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
1401618,LUX AUTO,,unknown,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
798475,MD Shop,,unknown,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
250122981,NAIRI GEVORGYAN IE,,unknown,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
394619,"OOO ""Вольтра""",,unknown,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
4311970,OOO AL GROUP,,unknown,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
1023892,Pigo,,unknown,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
4281390,SAKTI,,unknown,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
250045593,"SP ""Goharik Grigoryan""",,unknown,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
250082062,"SP ""Hasmik Hovhannisyan""",,unknown,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
969790,Sabilerge.kz,,unknown,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
4533009,Sarvi,,unknown,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
3916446,Sia Pharm,,unknown,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
4252619,Tech Market,,unknown,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
3960898,Tsarmarket,,unknown,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
250045369,VAHE AVETISYAN IE,,unknown,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
773516,VERNЫЙ,,unknown,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
250082650,Yutoqi Automobile Play Shell Co. Ltd,,unknown,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
18829,АВАНГАРД ООО,7826741774,legal_entity_ru,Рябошапка Олег Васильевич,Генеральный Директор,[],1027802492046,07.03.2001,"обл. Ленинградская, г. Тосно, наб. Пушкинская, д. 1",[],,https://companies.rbc.ru/id/1027802492046-ooo-avangard/
16673,АЗИЯ ЛАЙФ ООО,3811029172,legal_entity_ru,Литвиченко Денис Олегович,Генеральный Директор,[],1153850007662,25.02.2015,"г. Москва, вн.тер.г. муниципальный округ Царицыно, б-р Кавказский, д. 57, стр. 2, помещ. 319",[],,https://companies.rbc.ru/id/1153850007662-ooo-obschestvo-s-ogranichennoj-otvetstvennostyu-aziya-lajf/
250017518,"АО ""БАРС""",7801027141,legal_entity_ru,Возницкий Михаил Владимирович,Генеральный Директор,[],1037800039243,28.06.2002,"г. Санкт-Петербург, вн.тер.г. муниципальный округ № 7, лн. Биржевая, д. 12",[],,https://companies.rbc.ru/id/1037800039243-ao-bars/
4347417,"АО ""НОВОТЕХ""",5034070414,legal_entity_ru,Бойко Евгений Сергеевич,Генеральный Директор,[],1245000141132,13.12.2024,"обл. Московская, г.о. Орехово-Зуевский, г. Орехово-Зуево, ул. Володарского, д. 106, ком. 25",[],,https://companies.rbc.ru/id/1245000141132-ao-novoteh/
250013327,"АО ""НОВОТЕХ""",5034070414,legal_entity_ru,Бойко Евгений Сергеевич,Генеральный Директор,[],1245000141132,13.12.2024,"обл. Московская, г.о. Орехово-Зуевский, г. Орехово-Зуево, ул. Володарского, д. 106, ком. 25",[],,https://companies.rbc.ru/id/1245000141132-ao-novoteh/
250125970,"АО ""НПО ЗАЩИТА""",5032392688,legal_entity_ru,Учитель Дмитрий Владиславович,Генеральный Директор,[],1255000077034,21.08.2025,"обл. Московская, г.о. Одинцовский, г. Одинцово, ул. Маршала Неделина, д. 6а, помещ. 24",[],,https://companies.rbc.ru/id/1255000077034-ao-npo-zaschita/
17766,АРТЕКС ООО,9705068942,legal_entity_ru,Шерстнев Алексей Викторович,Генеральный Директор,[],1167746558253,10.06.2016,"г. Москва, вн.тер.г. муниципальный округ Замоскворечье, ул. Щипок, д. 18, ком. 18",[],,https://companies.rbc.ru/id/1167746558253-obschestvo-s-ogranichennoj-otvetstvennostyu-arteks/
1168447,Априла-про,,unknown,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
41855,БВР ООО,3702223130,legal_entity_ru,Родинов Алексей Евгеньевич,Генеральный Директор,[],1193702015033,26.07.2019,"обл. Ивановская, г. Иваново, ул. Революционная, д. 14а, 1001, помещение 9-33",[],,https://companies.rbc.ru/id/1193702015033-obschestvo-s-ogranichennoj-otvetstvennostyu-bvr/
40330,БЕРКАНА ООО,7811569231,legal_entity_ru,Губенко Игорь Вадимович,Директор,"[{""name"": ""Акционерное общество «Группа Компаний Зож»"", ""inn"": ""5001154676""}]",1137847507490,30.12.2013,"обл. Ленинградская, г. Всеволожск, пр-кт Всеволожский, д. 17, офис 516",[],,https://companies.rbc.ru/id/1137847507490-ooo-berkana/
96244,БЕРКУТ ООО,9717043981,legal_entity_ru,Богданов Андрей Геннадьевич,Генеральный Директор,[],5167746150523,05.10.2016,"г. Москва, вн.тер.г. Муниципальный округ Алексеевский, пр-кт Мира, д. 102, к. 1, помещ. 6/8",[],,https://companies.rbc.ru/id/5167746150523-ooo-berkut/
72576,ГК ГАМЕТА-АГРО ООО,5074035374,legal_entity_ru,Миллер Наталья Юрьевна,Генеральный Директор,[],1065074071105,08.12.2006,"обл. Московская, г.о. Подольск, п. Быково, д. 49",[],,https://companies.rbc.ru/id/1065074071105-ooo-gruppa-kompanij-gameta-agro/
40862,ГалаОпт ООО,7017249729,legal_entity_ru,Кудряшов Игорь Сергеевич,Директор,[],1097017018790,12.11.2009,"обл. Томская, г. Томск, пр-кт Кирова, д. 35, кв. 51",[],,https://companies.rbc.ru/id/1097017018790-ooo-galaopt/
1341176,Джем Прайм,,unknown,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
41781,ЕВРАЗИЯ ООО,7709474349,legal_entity_ru,Михайлюк Вадим Викторович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью «Технологии Ритейла»"", ""inn"": ""2543058039""}]",1157746960194,20.10.2015,"край Приморский, г. Владивосток, ул. Енисейская, д. 23д, помещение 2, офис 501",[],,https://companies.rbc.ru/id/1157746960194-ooo-obschestvo-s-ogranichennoj-otvetstvennostyu-evraziya/
36319,"ЗАО ТК ""ЯРШИНТОРГ""",7604069216,legal_entity_ru,Малышев Игорь Иванович,Генеральный Директор,[],1047600418777,21.09.2004,"обл. Ярославская, г. Ярославль, ул. Базовая, д. 3, к. 2",[],,https://companies.rbc.ru/id/1047600418777-zao-torgovaya-kompaniya-yarshintorg/
250088034,ИП,,sole_proprietor_ru,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
1154976,"ИП ""ABC""",,sole_proprietor_ru,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
855671,"ИП ""Seiitkazy""",,sole_proprietor_ru,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
890446,"ИП ""Молодость""",,sole_proprietor_ru,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
956856,"ИП ""Унаева""",,sole_proprietor_ru,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
3917651,ИП ASalim,,sole_proprietor_ru,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
4297940,ИП Auto parts,,sole_proprietor_ru,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
600304,ИП CHEENAMA,,sole_proprietor_ru,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
166754,ИП KSC,,sole_proprietor_ru,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
1297873,ИП MANSUR,,sole_proprietor_ru,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
4412501,ИП TREF,,sole_proprietor_ru,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
952336,ИП ZAPATA_TOYS,,sole_proprietor_ru,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
250075427,ИП АМЗЕЕВ,,sole_proprietor_ru,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
4451576,ИП АРМАН,,sole_proprietor_ru,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
965190,ИП Абдрахман,,sole_proprietor_ru,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
911183,ИП Абдукаримова,,sole_proprietor_ru,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
250024399,ИП Айсулу,,sole_proprietor_ru,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
186493,ИП Акпантаева А.Т.,,sole_proprietor_ru,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
3957864,ИП Али,,sole_proprietor_ru,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
250028312,ИП Альмира,,sole_proprietor_ru,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
4020708,ИП Андрон В. Н.,,sole_proprietor_ru,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
250100665,ИП Асем,,sole_proprietor_ru,Шитов Дмитрий Александрович,Генеральный Директор,"[{""name"": ""Общество с ограниченной ответственностью Группа Компаний «Сладкая Жизнь»"", ""inn"": ""5260487561""}]",1055233034845,07.02.2005,"обл. Нижегородская, г. Нижний Новгород, ул. Героя Попова, д. 43в, офис 4",[],,https://companies.rbc.ru/id/1055233034845-gk-sladkaya-zhizn/
