nm_id,name,category,military_class,wb_policy_clause,wb_policy_reason,seller,entity_type,origin,url
236392476,Цифровая рация MD-619 AES-256 10W IP54 Type-C UHF,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Рябцев С. В.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/236392476/detail.aspx
236395932,Цифровая рация MD-UV390 AES-256 10W IP67 Type-C GPS,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Рябцев С. В.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/236395932/detail.aspx
236396274,Цифровая рация MD-UV390 AES-256 10W IP67 3600 мАч Type-C,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Рябцев С. В.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/236396274/detail.aspx
262321662,Рация TYT MD 619 AES256 10W 1 комплект,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Нургалеев И. Р.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/262321662/detail.aspx
264667034,Цифровая рация MD-UV380 AES-256 10W IP54 3600 мАч Type-C,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Рябцев С. В.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/264667034/detail.aspx
270943110,Цифровая рация MD-680 AES-256 10W IP67 Type-C UHF,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Рябцев С. В.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/270943110/detail.aspx
270959817,Цифровая рация MD-680D AES-256 10W IP67 Type-C UHF,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Рябцев С. В.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/270959817/detail.aspx
270970577,Цифровая рация MD-680 AES-256 10W IP67 Type-C UHF,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Роженцов Н. Н.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/270970577/detail.aspx
270970578,Цифровая рация MD-680D AES-256 10W IP67 Type-C UHF,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Роженцов Н. Н.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/270970578/detail.aspx
270970579,Цифровая рация MD-680D AES-256 10W IP67 Type-C VHF,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Роженцов Н. Н.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/270970579/detail.aspx
282225676,Цифровая рация MD-619A AES-256 10W IP54 Type-C UHF,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Рябцев С. В.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/282225676/detail.aspx
286409481,Цифровая рация MD-619 AES-256 10W IP54 Type-C UHF,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Роженцов Н. Н.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/286409481/detail.aspx
286422785,Цифровая рация MD-UV390 AES-256 10W IP67 3600 мАч Type-C,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Роженцов Н. Н.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/286422785/detail.aspx
286427229,Цифровая рация MD-UV390 AES-256 10W IP67 Type-C GPS,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Роженцов Н. Н.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/286427229/detail.aspx
287363330,Комплект рации 4 штуки MD-UV390 10W AES-256 TYPE-C Без GPS,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Рябцев С. В.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/287363330/detail.aspx
332697182,Цифровая автомобильная рация MD-9600 AES256,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Карпун А. А.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/332697182/detail.aspx
333468022,Цифровая рация MD-619 UHF 10W AES 256 Type-C,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Карпун А. А.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/333468022/detail.aspx
401401070,Рация MD-619 VHF DMR AES 256 IP54 Type-C 10 Вт,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Скокова Ольга Викторовна,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/401401070/detail.aspx
401426730,Рация MD-619 VHF DMR AES 256 IP54 Type-C 10 Вт,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Скоков Владимир Борисович,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/401426730/detail.aspx
434570183,Цифровая рация MD-680D AES-256 10W IP67 Type-C VHF,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Рябцев С. В.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/434570183/detail.aspx
434579186,Цифровая рация MD-680 AES-256 10W IP67 Type-C VHF,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Рябцев С. В.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/434579186/detail.aspx
434596300,Цифровая рация MD-619A AES-256 10W IP54 Type-C VHF,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Рябцев С. В.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/434596300/detail.aspx
467430164,Цифровая рация MD-619 AES-256 10W IP54 Type-C VHF,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Рябцев С. В.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/467430164/detail.aspx
478639994,Цифровая рация тит MD-UV390 DMR 10W AES-256,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Карпун А. А.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/478639994/detail.aspx
599356996,Цифровая рация MD-995 Plus AES-256 10W IP68 Type-C VHF,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Рябцев С. В.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/599356996/detail.aspx
600371465,Рация два АКБ MD-UV390 10W AES-256 TYPE-C 3600 мАч,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",郑州市二七区维京通信商行,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/600371465/detail.aspx
631881468,Рация Тит MD-UV390 DMR 5 Вт с шифрованием AES 256 бит,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田市妤橙烁商贸有限公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/631881468/detail.aspx
631881498,Цифровая рация MD-UV390 DMR 5W AES-256 TYPE-C,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田市妤橙烁商贸有限公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/631881498/detail.aspx
631881503,Цифровая рация MD-UV390 PLUS 5W AES-256 TYPE-C 3600 мАч,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田市妤橙烁商贸有限公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/631881503/detail.aspx
631900922,Рация MD-UV390 5W AES-256 TYPE-C 3600 мАч,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田涵江区沃沃泰泰贸易有限公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/631900922/detail.aspx
631901021,Рация Тит MD-UV390 DMR 5 Вт с шифрованием AES 256 бит,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田涵江区沃沃泰泰贸易有限公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/631901021/detail.aspx
631901039,Цифровая рация MD-UV390 PLUS 5W AES-256 TYPE-C 3600 мАч,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田涵江区沃沃泰泰贸易有限公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/631901039/detail.aspx
631907700,Цифровая рация тит MD-UV390 DMR 5W AES-256,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",福州市晋安区鼓山镇许荣山美术工艺品经营部,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/631907700/detail.aspx
631911131,Цифровая рация MD-UV390 PLUS 5W AES-256 TYPE-C 3600 мАч,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",阿泽和豆便利店,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/631911131/detail.aspx
631915145,Рация MD-UV390 DMR 5W AES-256 TYPE-C,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",富亿至电子商务工作室,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/631915145/detail.aspx
631919047,Рация MD-UV390 5W AES-256 TYPE-C 3600 мАч,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",颂源达零售服务部,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/631919047/detail.aspx
641492056,Цифровая рация MD-995 Plus AES-256 10W IP68 Type-C UHF,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Роженцов Н. Н.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/641492056/detail.aspx
641721425,Цифровая рация MD-995 Plus AES-256 10W IP68 Type-C VHF,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Роженцов Н. Н.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/641721425/detail.aspx
644278634,Цифровая автомобильная рация TYT MD-9600 AES256,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",广州欲姘贸易有限公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/644278634/detail.aspx
648916516,Рация Тит MD-UV390 DMR 5 Вт с шифрованием AES 256 бит,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田市涵江区汉策贸易有限公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/648916516/detail.aspx
648923300,Комплект рации 1 штуки MD-UV390 5W AES-256 TYPE-C С,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田涵江区淞江启贸易有限公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/648923300/detail.aspx
648923309,Цифровая рация MD-UV390 PLUS 5W AES-256 TYPE-C 3600 мАч,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田涵江区淞江启贸易有限公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/648923309/detail.aspx
648923323,Цифровая рация MD-UV390 DMR 5W AES-256 TYPE-C,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田涵江区淞江启贸易有限公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/648923323/detail.aspx
648923331,Рация MD-UV390 DMR 5W AES-256 TYPE-C,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田涵江区淞江启贸易有限公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/648923331/detail.aspx
648924821,Цифровая рация тит MD-UV390 DMR 5W AES-256,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田涵江区沃沃泰泰贸易有限公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/648924821/detail.aspx
656748128,Цифровая рация MD-UV390 PLUS 10W AES-256 TYPE-C 3600 мАч,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",泉州方寸海纳国际贸易有限公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/656748128/detail.aspx
666146973,Рация MD-UV390 5W AES-256 TYPE-C 3600 мАч,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田市涵江区涵东街道谢奕凯百货零售超市,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/666146973/detail.aspx
677330278,Рация TYT MD-UV390 DMR AES256 портативная радиостанция,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Ващуков Т. В.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/677330278/detail.aspx
678948536,Комплект рации 2 штуки MD-UV390 10W AES-256,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",广州欲姘贸易有限公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/678948536/detail.aspx
679299305,Цифровая рация TYT MD-UV390 PLUS 10W AES-256 TYPE-C 3600 мАч,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Минкевич Е. М.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/679299305/detail.aspx
710092547,рация MD-UV390 DMR AES256 10Вт 2800 TAPE-C,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника","ООО ""ВсеИнструменты.ру""",legal_entity_ru,domestic_ru,https://www.wildberries.ru/catalog/710092547/detail.aspx
718406842,Комплект рации 1 штуки MD-UV390 5W AES-256 TYPE-C С,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田市涵江区伟兴灯饰店,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/718406842/detail.aspx
718406845,Рация Тит MD-UV390 DMR 5 Вт с шифрованием AES 256 бит,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田市涵江区伟兴灯饰店,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/718406845/detail.aspx
718408354,Рация Тит MD-UV390 DMR 5 Вт с шифрованием AES 256 бит,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田市涵江区森启贸易有限责任公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/718408354/detail.aspx
718410663,Комплект рации 1 штуки MD-UV390 5W AES-256 TYPE-C С,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",何志伟百货零售超市,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/718410663/detail.aspx
718410744,Рация Тит MD-UV390 DMR 5 Вт с шифрованием AES 256 бит,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",何志伟百货零售超市,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/718410744/detail.aspx
718411598,Рация Тит MD-UV390 DMR 5 Вт с шифрованием AES 256 бит,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",宁波沐言电子科技有限公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/718411598/detail.aspx
718413304,Комплект рации 1 штуки MD-UV390 5W AES-256 TYPE-C С,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田市妤橙烁商贸有限公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/718413304/detail.aspx
718413866,Рация Тит MD-UV390 DMR 5 Вт с шифрованием AES 256 бит,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田市涵江区旭辰贸易有限责任公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/718413866/detail.aspx
718415350,Рация Тит MD-UV390 DMR 5 Вт с шифрованием AES 256 бит,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田市涵江区汉策贸易有限公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/718415350/detail.aspx
718415359,Комплект рации 1 штуки MD-UV390 5W AES-256 TYPE-C С,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田市涵江区汉策贸易有限公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/718415359/detail.aspx
718416002,Рация Тит MD-UV390 DMR 5 Вт с шифрованием AES 256 бит,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田涵江区淞江启贸易有限公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/718416002/detail.aspx
718416017,Рация Тит MD-UV390 DMR 5 Вт с шифрованием AES 256 бит,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田涵江区淞江启贸易有限公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/718416017/detail.aspx
718416030,Комплект рации 1 штуки MD-UV390 5W AES-256 TYPE-C С,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田涵江区淞江启贸易有限公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/718416030/detail.aspx
718416465,Рация Тит MD-UV390 DMR 5 Вт с шифрованием AES 256 бит,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田涵江区泰泰沃沃贸易有限公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/718416465/detail.aspx
718416503,Комплект рации 1 штуки MD-UV390 5W AES-256 TYPE-C С,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田涵江区泰泰沃沃贸易有限公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/718416503/detail.aspx
718416505,Комплект рации 1 штуки MD-UV390 5W AES-256 TYPE-C С,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田涵江区泰泰沃沃贸易有限公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/718416505/detail.aspx
718416513,Рация Тит MD-UV390 DMR 5 Вт с шифрованием AES 256 бит,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田涵江区泰泰沃沃贸易有限公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/718416513/detail.aspx
718416517,Рация Тит MD-UV390 DMR 5 Вт с шифрованием AES 256 бит,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田涵江区泰泰沃沃贸易有限公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/718416517/detail.aspx
742547241,Рация MD-UV390 DMR 5W AES-256 TYPE-C,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田涵江区沃沃泰泰贸易有限公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/742547241/detail.aspx
760134560,Цифровая рация MD-UV990 AES-256 10W IP67 3600 мАч Type-C,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Роженцов Н. Н.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/760134560/detail.aspx
762372281,Цифровая рация MD-995 Plus AES-256 10W IP68 Type-C UHF,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Рябцев С. В.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/762372281/detail.aspx
785907612,Цифровая рация MD-UV390 DMR 10W AES-256 TYPE-C,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Карганян О. В.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/785907612/detail.aspx
786845095,Цифровая рация MD-UV380 AES-256 10W IP54 3600 мАч Type-C,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Роженцов Н. Н.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/786845095/detail.aspx
790286993,Рация TYT MD-UV390 PLUS 10Вт AES256 2 шт + гарнитуры,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",星川供应链管理（成都）有限公司,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/790286993/detail.aspx
790337854,Цифровая рация MD-UV990 AES-256 10W IP67 3600 мАч Type-C,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Рябцев С. В.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/790337854/detail.aspx
790429036,Рация Тит MD-UV390 DMR 5 Вт с шифрованием AES 256 бит,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田市涵江区白塘镇程继杰百货零售超市,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/790429036/detail.aspx
797550390,Цифровая рация MD-UV390 DMR 10W AES-256 GPS TYPE-C,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Карганян О. В.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/797550390/detail.aspx
807356379,Цифровая автомобильная рация MD-9600 AES 256,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Курнавин А. А.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/807356379/detail.aspx
820195170,Цифровая рация MD-UV990 DMR 10W AES-256 TYPE-C 3600 мАч,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Карганян О. В.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/820195170/detail.aspx
820369023,Цифровая автомобильная рация TYT MD-9600 AES256,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Карганян О. В.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/820369023/detail.aspx
838917818,Рация водонепроницаемая MD-UV390 DMR AES256 10Вт,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника","ООО ""ЭЛЕМЕНТ ИКС""",legal_entity_ru,domestic_ru,https://www.wildberries.ru/catalog/838917818/detail.aspx
848583627,"Рация TYT MD-UV390 DMR AES256, портативная радиостанция",comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Панков В. А.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/848583627/detail.aspx
851266065,Цифровая рация TYTECH TD-780 AES-256 8W IP68 3200 мАч UHF,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Рябцев С. В.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/851266065/detail.aspx
852564343,Цифровая рация MD-UV780 AES-256 10W IP67 3600 мАч Type-C,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",ИП Рябцев С. В.,sole_proprietor_ru,domestic_ru,https://www.wildberries.ru/catalog/852564343/detail.aspx
883772474,Рация Тит MD-UV390 DMR 5 Вт с шифрованием AES 256 бит,comms_ew,dual_use_demand,16_crypto_equipment,"Устройства для негласного получения информации, а также шифровальная техника",莆田市涵江区涵西街道程菲菲百货零售超市,cn_business,cross_border_cn,https://www.wildberries.ru/catalog/883772474/detail.aspx
